SSA_SMA	HEL_LEL	MCS_SCS	MG_IES	OMIM_IES	UNIPROT_IES	OMIM_CDS	UNIPROT_CDS	BioGRID_IES	Reactomepathway_IES	IntAct_IES
C3837958	C0334401	C1833511	C0017638	C1849409	C3279699	C3163622	C3163622	C0282548	C0795996	
C0543541	C4479236	C1839736	C3278811	C0085996	C4748796	C0205768	C0205768	C1961835	C4017062	
C0268601	C0020555	C4015452	C0268371	C2699746	C1833308	C0025205	C0025205	C1866008	C1399226	
C4225222	C0162666	C4747394	C0036305	C1568248	C0021367	C1834570	C1834570	C1846564	C2751052	
C0162538	C0342793	C1832274	C3809853	C0085997	C1832661	C0007852	C0007852	C0268233	C1833809	
C2673535	C0342384	C1833518	C0026650	C1856716	C3809383	C2675527	C1851286	C0004045	C0340643	
C2931029	C0345893	C1859093	C1852581	C0021053	C0035229	C1851286	C2675527	C0085681	C1527311	
C0271708	C0342474	C3553868	C4551675	C0007194	C4518336	C0339539	C0339539	C0020500	C3276549	
C3163622	C1854466	C1853202	C3151126	C0740394	C4706552	C0423618	C0423618	C1522378	C0268548	
C0347515	C3280285	C1834671	C1536500	C4540265	C4693899	C3540844	C3540844	C1856186	C1837218	
C0271710	C0270726	C1838603	C2931456	C4721411	C3810294	C4225197	C4225197	C4085582	C3280203	
C0271801	C1956147	C1853698	C1858763	C3150913	C3543825	C0524528	C0524528	C3553230	C2931196	
C1858717	C4479424	C0042384	C1854158	C0020071	C0349653	C0239761	C0239761	C3553637	C2749757	
C0079747	C0751057	C3554129	C4540395	C0023465	C4749281	C1969093	C1969093	C1527405	C0995195	
C4692564	C2677092	C4015276	C3553958	C4310799	C4014690	C4749855	C4749855	C0796147	C0024232	
C4277682	C0406557	C1866094	C3150998	C4225365	C3281125	C0596298	C0596298	C1849386	C4747646	
C0079741	C3150354	C0340493	C4304832	C0027339	C3809105	C4693834	C4693834	C0268419	C1847667	
C0079740	C0020497	C4012790	C1857821	C0001144	C0026827	C4551472	C4551472	C3280538	C4310712	
C0019816	C3150796	C1861825	C4304021	C0020305	C0026825	C0206698	C0206698	C4225248	C1274879	
C1970005	C4225276	C3150736	C4277682	C2750509	C0078917	C0751848	C0751848	C0266006	C3178805	
C0085860	C3150733	C3275464	C0338473	C1328840	C2675488	C0751849	C0751849	C0155862	C3178806	
C1846896	C3541471	C2697932	C0265964	C0008525	C1837728	C2674252	C2674252	C4014588	C3178807	
C0270458	C1838348	C3279990	C0040517	C3151421	C1970180	C0751846	C0751846	C1836544	C0524582	
C0085859	C0238463	C1854416	C3554649	C4049004	C1857728	C0751847	C0751847	C1864669	C0496956	
C1568247	C3810242	C0751056	C4014962	C0018553	C3151411	C1970011	C1970011	C2750035	C4310669	
C0004403	C2931286	C0265329	C0020517	C4317124	C0268374	C0751845	C0751845	C0848676	C2749864	
C2350873	C1833503	C3151513	C2936848	C2931835	C4748737	C1859709	C1859709	C0349255	C2713442	
C1858990	C0021841	C4540478	C2936847	C3714756	C0733682	C1836996	C1836996	C1258085	C2713443	
C0751481	C1859049	C0280783	C3151295	C1855710	C3150909	C4522164	C4522164	C1824925	C1865614	
C0751480	C1838429	C0280785	C0234784	C1855710	C2673187	C4321247	C4321247	C3665347	C1321489	
C1843330	C1389273	C1854540	C2678065	C3495676	C0010278	C0268293	C0268293	C0038002	C0020649	
C1864761	C1846648	C2713368	C3888099	C1855710	C4479652	C0751858	C0268292	C1836522	C3553354	
C0152113	C1843891	C0268193	C1843116	C4553298	C0948896	C0268292	C0751858	C0042656	C3887640	
C0751478	C0023895	C4225214	C2674695	C1855710	C0751753	C0751856	C0751856	C0795910	C1970848	
C0079757	C4747517	C1862941	C0268338	C4014507	C4310810	C0751857	C0751857	C1843808	C3151265	
C0751479	C1336839	C1848029	C0265325	C0011195	C4748754	C0751855	C0751855	C0268579	C0678356	
C0751476	C0749420	C1837026	C1257931	C4282400	C1843164	C0432289	C0432289	C1855008	C2751319	
C0751477	C1836830	C0220679	C4225334	C1864567	C1956260	C3888093	C3888093	C2931008	C1969443	
C0038874	C3805375	C0272066	C1833296	C0035334	C4540274	C3554517	C3554517	C0015393	C0026709	
C0751474	C4721541	C3278404	C3888123	C1275081	C1858674	C3809918	C3809918	C0085261	C3151209	
C0751475	C3150808	C0020550	C1862151	C0220659	C0039373	C0278110	C0278110	C0020649	C0036875	
C0038013	C0206655	C0265201	C3549845	C0751093	C4310689	C3553264	C3553264	C0008384	C0349579	
C0751472	C0027341	C1854273	C3810350	C0751651	C4748759	C4751120	C4751120	C3714534	C0349578	
C1832216	C0751359	C0036391	C4479569	C1384666	C3809454	C4721411	C4721411	C0268468	C1843896	
C0751473	C0751358	C1866398	C4751570	C1863224	C1868679	C4015552	C4015552	C0234254	C0265292	
C1832215	C1969796	C4749023	C0268318	C3279791	C4748753	C0342686	C0342686	C3280977	C0741160	
C0265218	C0751360	C0751084	C4310802	C3279790	C4231120	C0023267	C0023267	C2750509	C3552335	
C0242526	C1848599	C0012236	C1969024	C3553587	C4231121	C4721893	C4721893	C2931835	C1849813	
C0231712	C2748542	C0751083	C0004936	C3540662	C0497552	C1862939	C1862939	C0206145	C1853926	
C0751470	C2931150	C0086696	C4022810	C1838979	C4231124	C3280845	C3280845	C0206146	C0524528	
C0751471	C3276276	C3805411	C0745103	C0242423	C4749003	C1850055	C1850055	C0234238	C0268186	
C0149871	C1855433	C0220685	C0546966	C0242422	C3489793	C1850056	C1850056	C0234230	C2750785	
C0751468	C0032461	C0340978	C1855923	C4721811	C4231123	C3553538	C3553538	C0085390	C0268547	
C0751071	C2748861	C3809005	C3279841	C3714756	C4748767	C4014863	C4014863	C3553645	C1861172	
C1858084	C0005941	C0085650	C1865270	C0007193	C0036069	C1864908	C1864908	C3554182	C3280378	
C1853286	C1744559	C2931093	C0393671	C0007194	C4748766	C1838568	C1838568	C3150801	C1857682	
C0751469	C0033687	C0398635	C0004930	C2931891	C1861305	C1838569	C1838569	C0270765	C0546878	
C1833340	C1858673	C0037268	C4316903	C4015420	C1852022	C1335107	C1335107	C0242488	C1969081	
C1565886	C1858672	C1847593	C4551623	C0948896	C0265295	C1837873	C1837873	C0018598	C0920563	
C1565885	C0014859	C4284592	C3496228	C4721813	C0268275	C1853271	C1853271	C0002938	C2678439	
C0751456	C0029411	C3805412	C4310723	C0751336	C0024232	C2919945	C2919945	C0406587	C2676676	
C3279660	C2677877	C1867440	C0221363	C4721812	C0751267	C1860819	C1860819	C0162565	C0238286	
C0079770	C0022340	C4085595	C0004138	C2930970	C1858712	C3281027	C3281027	C0086565	C0041834	
C0400823	C3551443	C0266526	C4015067	C4721814	C0751268	C0743002	C0743002	C0220754	C3151038	
C0553980	C3892039	C0027626	C0020619	C3888124	C2829267	C1449861	C1449861	C0342738	C0549473	
C0018817	C2751310	C0022660	C4539767	C4085250	C1863204	C0038002	C0038002	C1835928	C1140716	
C1845146	C0265260	C1858854	C0024131	C1844376	C1845546	C1449862	C1449862	C1257806	C0238402	
C1842031	C0026010	C4015130	C1847013	C1844376	C4693420	C4274029	C4274029	C2713447	C0342791	
C4225153	C0272137	C0020479	C0024138	C0020796	C4014321	C0206620	C0206620	C3554067	C0342384	
C0265215	C1858338	C1842180	C4479654	C0006845	C3281247	C0266470	C0266470	C3551915	C1854466	
C0151879	C1849437	C1837657	C4225212	C3502353	C0280324	C0266159	C0266159	C0236733	C4551681	
C3661523	C0431401	C1858679	C0265338	C0266468	C1847730	C4693843	C4693843	C3553374	C0274862	
C4225178	C2936858	C1405854	C0271623	C1148551	C0796013	C0019050	C0019050	C0043208	C0274861	
C0221021	C1833508	C0431375	C0494475	C1969060	C4231117	C3280856	C3280856	C1850442	C1449843	
C1869115	C3806737	C0268595	C4310725	C0007286	C0280321	C0432225	C0432225	C4755264	C0080218	
C1868684	C0270855	C0235833	C1970239	C0795864	C0235874	C0699791	C0699791	C2752074	C0018995	
C4304400	C1833511	C1865695	C0853662	C0011436	C4231118	C0002726	C0002726	C4317295	C2751532	
C1843323	C1833373	C1849348	C4310691	C0020796	C0393598	C0011269	C0011269	C0020459	C0751019	
C0268446	C1839736	C3810342	C4310627	C0796135	C1859405	C0036118	C0036118	C4721845	C0751022	
C0162361	C0220748	C3808991	C0340543	C2745997	C0393593	C0268393	C0268393	C1855102	C0751021	
C4310714	C4747394	C0280793	C0340548	C0043207	C3151136	C1840560	C1840560	C3150416	C0751020	
C0242287	C1832274	C1842160	C0751785	C1956147	C0034345	C0268285	C0268285	C3150411	C1845151	
C1836199	C1833518	C0220710	C3541517	C0085215	C2931441	C0018784	C0018784	C3150418	C3553529	
C0796117	C1853202	C0086648	C1858424	C0085390	C3151264	C0035372	C0035372	C0007274	C2748542	
C0026650	C4748684	C1832386	C1837610	C4225379	C0280313	C1275808	C1275808	C3810042	C1857276	
C4551572	C3698507	C4015505	C1833691	C4281559	C0348626	C0027707	C0027707	C1864840	C0270855	
C0085584	C1834671	C1855652	C1832162	C3553645	C0266453	C1970203	C1970203	C0007959	C1857662	
C0036996	C1838603	C4225205	C0268654	C1565662	C2931290	C1876165	C1876165	C1842073	C0002949	
C0234784	C1853698	C3281105	C4015019	C0457133	C0919267	C3280054	C3280054	C0042487	C3694531	
C3280721	C2973527	C1837148	C1853120	C3554182	C1970207	C0520459	C0520459	C1849128	C1854896	
C0432254	C4551702	C0233715	C0015371	C0751651	C1843920	C1854023	C1854023	C0023931	C0268347	
C0036095	C3554129	C0796085	C1866425	C3150801	C4014233	C1846546	C1846546	C0751895	C0025521	
C3280428	C4015276	C0751093	C3809414	C0018021	C1845567	C0022116	C0022116	C4082171	C3554168	
C3668943	C0035078	C1300257	C0432273	C1838647	C0020951	C0270715	C0270715	C0268262	C1836906	
C0472817	C2677326	C4310822	C3539507	C0432122	C1846142	C0342643	C0342643	C2750995	C0206307	
C2677290	C1968843	C3887501	C4748253	C0025363	C1860991	C0023896	C0023896	C0242350	C2673377	
C2677291	C0010054	C0158252	C1851402	C3714756	C1833453	C0024232	C0024232	C0265319	C4015371	
C0011071	C1856186	C1854449	C0277850	C1850599	C0018564	C0266539	C0266539	C2931850	C0152423	
C0236736	C1846790	C0265224	C3280953	C1850597	C2932714	C0011574	C0011574	C0206180	C0557874	
C4015447	C0025237	C1839580	C4013950	C0025363	C4284284	C0279626	C0279626	C0005859	C0795905	
C0751336	C1568249	C0265226	C3279992	C3714756	C0022680	C2752147	C2752147	C4225256	C0031511	
C0598589	C0265308	C1861194	C0265264	C1850598	C0268273	C1260873	C1260873	C0017612	C0152426	
C0018273	C3809013	C0376280	C3150417	C0158683	C0268271	C3280011	C3280011	C1263846	C1854990	
C0265286	C4012790	C0042170	C1845105	C0677501	C0268272	C1857761	C1857761	C1864663	C2675526	
C4505390	C0745103	C0085129	C4084841	C1868672	C0271979	C0432268	C0432268	C3553358	C0342873	
C0428977	C3554168	C4225275	C1863389	C0406585	C0011989	C0013595	C0013595	C3150898	C1852127	
C4551804	C4014762	C0233754	C3150412	C4748715	C1866293	C0333463	C0333463	C0206681	C0750969	
C1801950	C3279990	C4310740	C3532239	C0265221	C4310651	C0027873	C0027873	C0242339	C0282527	
C0020615	C1854416	C0019569	C0406740	C2931850	C3160720	C0023891	C0023891	C0342881	C0750970	
C0010246	C3151513	C0010308	C1859598	C4225266	C2936694	C1859966	C1859966	C0037769	C0342777	
C4013473	C4310688	C0398595	C4748839	C0239998	C2936791	C3711370	C3711370	C1843140	C2674574	
C0340970	C1836906	C0268524	C4721531	C1858391	C4512050	C0347515	C0347515	C2751643	C2677590	
C1834339	C1837218	C0240991	C1719788	C4693905	C1720416	C3266898	C3266898	C0685838	C0282529	
C0342549	C0268193	C4551511	C0432291	C3554605	C0007760	C0020428	C0020428	C1864923	C3152055	
C0750935	C4015643	C1562894	C0432252	C0598589	C4540484	C0028949	C0028949	C0342727	C4746777	
C0750936	C0346627	C0015929	C4225336	C1848599	C4540481	C1858806	C1858806	C3550234	C1864668	
C1956349	C1832702	C3150667	C0342895	C3266898	C0019562	C0019699	C0019699	C1832243	C0238111	
C0266468	C1837026	C1863599	C3149750	C0398794	C4551502	C3809278	C3809278	C0153594	C0005940	
C0151888	C0555198	C3887497	C0751110	C0265357	C0027661	C0020532	C0020532	C3468114	C3278664	
C0393835	C4225308	C0268418	C1854369	C0009398	C4015253	C1300260	C1300260	C3151087	C0033975	
C0001144	C0220679	C1865366	C0393688	C0026896	C0220615	C0027854	C0027854	C3550273	C1970173	
C0002312	C3278404	C1306122	C3810325	C4540232	C1321551	C0038273	C0038273	C4015395	C1096903	
C3150874	C4015371	C2936694	C1969040	C1836669	C1860229	C0019569	C0019569	C3809443	C1096902	
C0014550	C0265201	C4539919	C1858328	C0023014	C3151228	C3809288	C3809288	C2930990	C3554004	
C1851943	C1832708	C4310701	C0151879	C1568247	C3495427	C3809289	C3809289	C0001126	C3554000	
C3501847	C0220685	C0233794	C3151440	C0085997	C4693443	C0012715	C0012715	C0751594	C3554001	
C0581883	C2700405	C4310817	C4225173	C1848947	C0280302	C0009075	C0009075	C0015230	C3279708	
C1384408	C0265312	C0279626	C0751123	C0085996	C4552839	C0007112	C0007112	C3151126	C0751674	
C0004138	C2931093	C4540559	C1832475	C0268237	C0795889	C0002965	C0002965	C3151295	C3151351	
C1384406	C3809548	C0008925	C1836336	C0036391	C0268575	C3891815	C3891815	C1843116	C0175683	
C0010278	C1847593	C1848392	C1568249	C3276228	C0206693	C0376185	C0376185	C3549845	C3553720	
C0750969	C2936179	C3150897	C0268251	C4014656	C0342898	C3280285	C3280285	C1969024	C0878682	
C3810283	C3805412	C0282102	C0021364	C0023012	C0011603	C0555202	C0555202	C4310691	C1853296	
C1846331	C1845070	C0342793	C0268250	C2750790	C0342482	C1850383	C1850383	C1321905	C0031269	
C0265338	C3152055	C4225326	C0334588	C0020796	C1865295	C2931384	C2931384	C2749759	C0457013	
C0037772	C0014170	C3809198	C4084708	C3808012	C0422837	C0020630	C0020630	C3150417	C1846389	
C0151889	C1837657	C0406709	C4748768	C0393610	C0220669	C0011757	C0011757	C1859598	C1846386	
C0750970	C2931205	C0012739	C0432253	C2936862	C0238357	C0238198	C0238198	C3149750	C1846385	
C1836876	C1858679	C1865145	C3275447	C0557874	C1840452	C0028840	C0028840	C0949664	C1836327	
C0344724	C0022333	C0406704	C3151464	C0543888	C0162359	C3150354	C3150354	C1969040	C1842836	
C4693550	C0025945	C1868081	C0149871	C0020796	C3553959	C4551630	C4551630	C0036902	C1860752	
C0279530	C4693893	C4225238	C1842402	C1836860	C4554036	C1850303	C1850303	C1333991	C0154860	
C0003949	C1865695	C1853733	C4748283	C3711374	C4551982	C3661489	C3661489	C0340630	C1969651	
C1868682	C1849348	C0265227	C0393683	C0020071	C1844579	C0340427	C0340427	C0795996	C1854063	
C2677109	C2931673	C0346373	C0393684	C0019080	C4324548	C1970840	C1970840	C4017062	C0549567	
C1855739	C0546264	C0042514	C0342287	C0406587	C0264955	C0232466	C0232466	C2751052	C2752015	
C0027626	C0086648	C1845292	C4225189	C1832931	C1848030	C4015316	C4015316	C1833809	C2717876	
C0027627	C1832386	C0086565	C2674218	C1849508	C4225244	C1843181	C1843181	C0340643	C1527348	
C4693546	C0220769	C3280777	C0220668	C1837396	C4303761	C0085397	C0085397	C1838163	C1838332	
C1837229	C3281105	C4225155	C1832476	C0341703	C0238358	C0020649	C0020649	C0917801	C4551962	
C0240302	C2931276	C2675204	C1853710	C3860213	C3553571	C3541471	C3541471	C3276549	C0334610	
C0920563	C1856738	C0155017	C1833372	C0031046	C0700216	C3554409	C3554409	C0268548	C0334611	
C0220664	C1850100	C3151186	C2751053	C2751812	C1840391	C3534585	C3534585	C1837218	C0023786	
C1860819	C4310822	C3151185	C2750457	C0795956	C3553960	C0340543	C0340543	C2931196	C0334605	
C0270823	C4310818	C1860475	C4748809	C3860213	C0270720	C3810242	C3810242	C2749757	C0334606	
C4225320	C0158252	C0010278	C0010324	C1853100	C0752125	C0027533	C0027533	C0271694	C0334607	
C0021776	C3502054	C1860518	C1853566	C1853102	C0752124	C2936476	C2936476	C4747646	C0334608	
C0040038	C1857775	C0342770	C0024507	C1852759	C3542500	C0085578	C0085578	C1847667	C0334609	
C0040034	C1839580	C4310833	C3150750	C0021051	C0752123	C4225578	C4225578	C4310712	C1336708	
C0005129	C1834207	C0392557	C0034341	C0013336	C0752122	C4540020	C4540020	C0238111	C0458259	
C0267537	C0022521	C1866079	C4748803	C0036572	C0752121	C0019151	C0019151	C0524582	C0458257	
C4551951	C0342873	C4539873	C0340630	C2677903	C0752120	C0019147	C0019147	C0496956	C0038015	
C0521787	C0268524	C1864445	C4225288	C0021359	C0018566	C4551862	C4551862	C4310669	C0004135	
C0521788	C3550478	C3203356	C4225226	C0162565	C1275078	C4551863	C4551863	C2749864	C1860707	
C2931296	C3552574	C0346388	C0338656	C2931861	C0009447	C1389273	C1389273	C2713442	C3150659	
C1858517	C0282527	C4310631	C0006111	C2936862	C4551592	C0205769	C0205769	C2713443	C1855565	
C1847730	C1306122	C4225250	C1836602	C0268689	C0023798	C1851996	C1851996	C1865614	C0268120	
C1567435	C2931383	C0751383	C1842930	C4084823	C0206061	C2930619	C2930619	C0151699	C1850451	
C1861536	C0265202	C2749604	C0006142	C1720859	C4225234	C2930617	C2930617	C1321489	C1565951	
C0034013	C3810090	C2748557	C1849011	C4084823	C1854369	C2930618	C2930618	C3553354	C1565950	
C4225404	C0016063	C1868139	C0587248	C4084823	C0000744	C1855840	C1855840	C3887640	C0282631	
C1848411	C3151188	C3489789	C4748806	C0220754	C1858496	C4225341	C4225341	C1970848	C0751620	
C0040427	C4310817	C0752161	C0085261	C1850168	C4551974	C1260899	C1260899	C3151265	C3665425	
C0271527	C0279626	C0752160	C0277839	C1263858	C3553264	C4748838	C4748838	C0678356	C0162530	
C4540270	C3810406	C0024591	C2673873	C1865267	C4082304	C0751004	C0751004	C2751319	C0030421	
C0266548	C0342777	C0752164	C0795996	C2674173	C0220621	C0751005	C0751005	C1969443	C3150653	
C4310717	C2674574	C0393588	C3554686	C1837073	C0220666	C0751002	C0751002	C0026709	C1969645	
C0242583	C2677590	C0026847	C4017062	C0026697	C4274118	C0751003	C0751003	C3151209	C0162872	
C0033860	C1848392	C4048328	C1840333	C2677565	C0878544	C0751000	C0751000	C0036875	C1846672	
C0206754	C3150897	C1840364	C1832443	C4551602	C4225186	C0751001	C0751001	C2676466	C1864436	
C1859564	C4746777	C0796232	C1842563	C1848172	C4083045	C0005699	C0005699	C0751335	C1876161	
C0178416	C1864668	C0004238	C0751617	C0014547	C4225408	C4551512	C4551512	C0751334	C1858664	
C0035078	C0271097	C0009375	C3553291	C2931355	C0242383	C0026654	C0026654	C1843896	C1852406	
C0001815	C0019625	C0085548	C1835934	C3489396	C0452138	C0041912	C0041912	C0265292	C0700216	
C2673196	C1370889	C0282126	C0438414	C0014544	C0221023	C2700265	C2700265	C0035078	C2751084	
C0206157	C4479428	C0087086	C1854061	C0752100	C1843096	C4225247	C4225247	C3552335	C1857242	
C3541456	C1868081	C0016065	C2751052	C0410207	C0398626	C0205874	C0205874	C1849813	C1847319	
C0242423	C0221026	C0016064	C2676244	C0752101	C1865372	C0205875	C0205875	C1853926	C1843366	
C0235752	C1846242	C2584774	C0036875	C0001144	C1865370	C0005395	C0005395	C0524528	C1720811	
C1856883	C1853733	C3280679	C0037822	C1846647	C4273673	C0206729	C0206729	C0268186	C0006267	
C4551624	C1843247	C0340968	C1833809	C0752104	C2316212	C0154681	C0154681	C2750785	C3809346	
C1135746	C0085602	C1854065	C4014354	C0752105	C0205789	C0154682	C0154682	C1847200	C3280314	
C1135747	C1842675	C0268743	C1859567	C0549423	C0205788	C4225315	C4225315	C0751434	C0878677	
C1135745	C0751330	C0025267	C2751290	C3714756	C1849173	C4225316	C4225316	C4225156	C1838571	
C2931861	C3151186	C0268742	C4551977	C4707243	C0432226	C0030312	C0030312	C0268547	C0023487	
C4747715	C1860518	C3279997	C2609268	C1704417	C0019243	C0023772	C0023772	C0751071	C0011999	
C0751544	C0342770	C3281160	C3150617	C1384666	C0872218	C3658299	C3658299	C4551768	C1859133	
C0796068	C4310833	C1832916	C1838244	C0410203	C4551487	C1855033	C1855033	C0005818	C0020474	
C0162872	C1865951	C1709353	C0220658	C4084823	C1969652	C0348374	C0348374	C3280378	C4748799	
C1510472	C1864445	C0003499	C3151088	C0410204	C4225267	C1970431	C1970431	C1857682	C1266194	
C2930896	C0034012	C1956147	C3151205	C0079294	C3275898	C0026650	C0026650	C0546878	C0272170	
C4225392	C3554004	C0311338	C0026838	C0206762	C3279614	C0078982	C0078982	C1969081	C0023195	
C1868675	C1847720	C4274080	C1834569	C2675071	C1865915	C3887485	C3887485	C0268436	C0011573	
C0410207	C1838577	C0393808	C3808589	C1833104	C0206648	C0751885	C0751885	C2675512	C3838883	
C0410203	C0752104	C1832855	C0029124	C0031192	C0020725	C0751883	C0751883	C0206726	C0268225	
C1861185	C0752101	C0685786	C0265700	C0520572	C0018523	C4551864	C4551864	C0920563	C2673186	
C0406537	C0752100	C1836705	C0042514	C0887850	C0010606	C0751884	C0751884	C2678439	C1850406	
C0848676	C0854723	C0279070	C0751268	C0342738	C0152013	C0265987	C0265987	C0342257	C0239998	
C1840402	C3279708	C1837618	C0751267	C4551602	C1843942	C3887461	C3887461	C2676676	C3887506	
C0009090	C4225250	C0268247	C0002170	C1850889	C4310633	C3553494	C3553494	C0238286	C1858424	
C0334588	C1833736	C0334121	C3714899	C4011788	C0008924	C0687120	C0687120	C3151038	C2678475	
C0003076	C0013447	C0749420	C3714934	C3280215	C4749028	C0860634	C0860634	C0238402	C0268328	
C0085278	C0162834	C0751408	C3810313	C1832978	C3809031	C2676739	C2676739	C0342791	C1842778	
C0162530	C1720863	C0751407	C0034067	C0002768	C3151237	C1367420	C1367420	C1854466	C1859499	
C3151267	C0752105	C0009319	C4310752	C1704429	C4551504	C0029401	C0029401	C4551681	C0002986	
C4274078	C0393720	C0795833	C1858154	C1867564	C4510744	C0398368	C0398368	C0018995	C2678476	
C3151058	C3489789	C1291620	C3554607	C1384666	C3179508	C0751523	C0751523	C2751532	C1843181	
C0003090	C3489447	C0266667	C1840390	C1835928	C4225356	C0751524	C0751524	C0751012	C1334261	
C1839082	C0796232	C0752101	C0158646	C1112705	C4749014	C0751522	C0751522	C0751011	C1334271	
C0205711	C1383860	C0752100	C1855498	C0917816	C1563937	C0267071	C0267071	C0751010	C0241908	
C3554447	C0011854	C1834144	C4551958	C3809991	C1856273	C4015495	C4015495	C0751014	C3550921	
C0027022	C0221055	C0422892	C3276549	C2748910	C4083048	C0267072	C0267072	C1845151	C3714976	
C0035305	C0221043	C4693381	C4553743	C3266898	C0751605	C0205822	C0205822	C3553529	C1853162	
